IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
427700346,50495000,,427700039,Morbilliform rash,Morphological_Abnormalitiy_PID,0
427700347,36639000,,427700039,Psoriasiform rash,Morphological_Abnormalitiy_PID,0
427700348,4538007,,427700039,Papulovesicular rash,Morphological_Abnormalitiy_PID,0
427700349,53028003,,427700039,Histamine rash,Morphological_Abnormalitiy_PID,0
427700350,112625008,,427700039,Cutaneous eruption,Morphological_Abnormalitiy_PID,0
427700351,5862001,,427700039,Mucous membrane eruption,Morphological_Abnormalitiy_PID,0
427700352,47725002,,427700039,Maculopapular rash,Morphological_Abnormalitiy_PID,0
427700353,125151004,,427700040,Macula cerulea,Morphological_Abnormalitiy_PID,0
427700354,90141005,,427700042,Congenital hypertrophy,Morphological_Abnormalitiy_PID,0
427701272,103669002,,427700285,Diffuse hypertrophy,Morphological_Abnormalitiy_PID,0
427701273,125520004,,427700285,Focal hypertrophy,Morphological_Abnormalitiy_PID,0
427701274,13814009,,427700285,Hypertrophy of bone,Morphological_Abnormalitiy_PID,0
427701275,123750006,,427700285,Asymmetric hypertrophy,Morphological_Abnormalitiy_PID,0
427701276,123675000,,427700285,Nucleolar hypertrophy,Morphological_Abnormalitiy_PID,0
427701277,11650005,,427700285,Giant hypertrophy,Morphological_Abnormalitiy_PID,0
427701278,81155006,,427700285,Hypertrophic granulation tissue,Morphological_Abnormalitiy_PID,0
427701279,125522007,,427700285,Chronic hypertrophy,Morphological_Abnormalitiy_PID,0
427701280,34344004,,427700285,Concentric hypertrophy,Morphological_Abnormalitiy_PID,0
427701281,28543008,,427700285,Visceromegaly,Morphological_Abnormalitiy_PID,0
427701282,75863009,,427700285,Primary hypertrophy,Morphological_Abnormalitiy_PID,0
427701283,7744000,,427700285,Congestive hypertrophy,Morphological_Abnormalitiy_PID,0
427701284,103670001,,427700285,Nodular hypertrophy,Morphological_Abnormalitiy_PID,0
427701285,81586006,,427700285,Physiologic hypertrophy,Morphological_Abnormalitiy_PID,0
427701286,90141005,,427700285,Congenital hypertrophy,Morphological_Abnormalitiy_PID,0
427701287,112667004,,427700285,Hypertrophy of cartilage,Morphological_Abnormalitiy_PID,0
427701288,65865001,,427700285,Pseudohypertrophy,Morphological_Abnormalitiy_PID,0
427701289,125521000,,427700285,Acute hypertrophy,Morphological_Abnormalitiy_PID,0
427701290,9235006,,427700285,Eccentric hypertrophy,Morphological_Abnormalitiy_PID,0
427701291,26860003,,427700285,Secondary hypertrophy,Morphological_Abnormalitiy_PID,0
427700375,27799005,,427700044,Postinflammatory hypopigmentation,Morphological_Abnormalitiy_PID,0
427700376,37257004,,427700044,Decreased melanin pigmentation,Morphological_Abnormalitiy_PID,0
427700377,83386001,,427700044,Congenital hypopigmentation,Morphological_Abnormalitiy_PID,0
427700378,75079006,,427700045,Mineralized neurons,Morphological_Abnormalitiy_PID,0
427700379,30771009,,427700045,Heavy metal pigmentation,Morphological_Abnormalitiy_PID,0
427700380,74925009,,427700045,Kernicterus,Morphological_Abnormalitiy_PID,0
427700381,33125008,,427700045,Hematoidin pigmentation,Morphological_Abnormalitiy_PID,0
427700382,7078001,,427700045,Hemosiderin pigmentation,Morphological_Abnormalitiy_PID,0
427700383,10219009,,427700045,Xanthosis,Morphological_Abnormalitiy_PID,0
427700384,48010006,,427700045,Melanosis,Morphological_Abnormalitiy_PID,0
427700385,85686009,,427700045,Hemoglobin pigmentation,Morphological_Abnormalitiy_PID,0
427700386,74571009,,427700045,Bile pigmentation,Morphological_Abnormalitiy_PID,0
427700387,31590009,,427700045,Ferrocalcinotic deposition,Morphological_Abnormalitiy_PID,0
427700388,73791006,,427700045,Hemofuscin pigmentation,Morphological_Abnormalitiy_PID,0
427700389,50653002,,427700045,Melanin pigmentation,Morphological_Abnormalitiy_PID,0
427700390,54436007,,427700045,Lipochrome pigmentation,Morphological_Abnormalitiy_PID,0
427700391,7796002,,427700045,Lipogenic pigmentation,Morphological_Abnormalitiy_PID,0
427700392,84662000,,427700045,Ceroid pigmentation,Morphological_Abnormalitiy_PID,0
427700393,86029009,,427700045,Porphyrin pigmentation,Morphological_Abnormalitiy_PID,0
427700394,32884003,,427700045,Hematin pigmentation,Morphological_Abnormalitiy_PID,0
427700395,77960007,,427700045,Pseudomelanosis,Morphological_Abnormalitiy_PID,0
427700396,4830009,,427700045,Hyperpigmentation,Morphological_Abnormalitiy_PID,0
427700397,23844008,,427700045,Fibrosiderotic nodule,Morphological_Abnormalitiy_PID,0
427700398,37257004,,427700047,Decreased melanin pigmentation,Morphological_Abnormalitiy_PID,0
427700399,385297003,,427700051,Congenital deformity,Morphological_Abnormalitiy_PID,0
427700400,38022006,,427700051,Congenital abnormal roundness,Morphological_Abnormalitiy_PID,0
427700401,38392006,,427700051,Congenital abnormal curvature,Morphological_Abnormalitiy_PID,0
427701441,385297003,,427700313,Congenital deformity,Morphological_Abnormalitiy_PID,0
427701442,45056002,,427700313,Abnormal shortening,Morphological_Abnormalitiy_PID,0
427701443,76028007,,427700313,Abnormal elongation,Morphological_Abnormalitiy_PID,0
427701444,127561000,,427700313,Valgus deformity,Morphological_Abnormalitiy_PID,0
427701445,2559001,,427700313,Claw-shaped deformity,Morphological_Abnormalitiy_PID,0
427701446,88565003,,427700313,Flexion deformity,Morphological_Abnormalitiy_PID,0
427701447,127560004,,427700313,Acquired deformity,Morphological_Abnormalitiy_PID,0
427701448,34058006,,427700313,Bowing deformity,Morphological_Abnormalitiy_PID,0
427701449,46360000,,427700313,Abnormal curvature,Morphological_Abnormalitiy_PID,0
427701450,127562007,,427700313,Varus deformity,Morphological_Abnormalitiy_PID,0
427701451,90510001,,427700313,Extension deformity,Morphological_Abnormalitiy_PID,0
427701452,20601007,,427700313,Flattening deformity,Morphological_Abnormalitiy_PID,0
427701453,413198005,,427700313,Extrinsic deformity,Morphological_Abnormalitiy_PID,0
427701454,15690004,,427700313,Tortuosity,Morphological_Abnormalitiy_PID,0
427700416,25088000,,427700053,Dimple,Morphological_Abnormalitiy_PID,0
427701438,55425006,,427700311,Traumatic acquired absence,Morphological_Abnormalitiy_PID,0
427701439,61350003,,427700311,Surgical acquired absence,Morphological_Abnormalitiy_PID,0
427701440,58909005,,427700311,Amputated structure,Morphological_Abnormalitiy_PID,0
427700420,41520001,,427700055,Agenesis of multiple tissues,Morphological_Abnormalitiy_PID,0
427700421,53205007,,427700055,Congenital bilateral absence,Morphological_Abnormalitiy_PID,0
427700422,88456007,,427700055,Congenital partial absence,Morphological_Abnormalitiy_PID,0
427700423,89935008,,427700059,Low level estrogen effect present,Morphological_Abnormalitiy_PID,0
427700424,68737009,,427700059,Pregnancy pattern,Morphological_Abnormalitiy_PID,0
427700425,75657002,,427700059,Abnormal cellular hormonal pattern,Morphological_Abnormalitiy_PID,0
427700426,25371002,,427700059,High level estrogen effect present,Morphological_Abnormalitiy_PID,0
427700427,74471006,,427700059,Moderate level estrogen effect present,Morphological_Abnormalitiy_PID,0
427700428,73122003,,427700059,No estrogen effect present,Morphological_Abnormalitiy_PID,0
427700429,53575007,,427700059,Progesterone effect present,Morphological_Abnormalitiy_PID,0
427700430,19668006,,427700059,Predominance of parabasal cells,Morphological_Abnormalitiy_PID,0
427700431,51046003,,427700059,Normal cellular hormonal pattern,Morphological_Abnormalitiy_PID,0
427700432,86513005,,427700059,Estrogen effect,Morphological_Abnormalitiy_PID,0
427700433,67867005,,427700070,Muscle fiber atrophy,Morphological_Abnormalitiy_PID,0
427700434,69183002,,427700070,Change in cytochemical muscle architecture,Morphological_Abnormalitiy_PID,0
427700435,42091004,,427700070,Muscle fiber hypertrophy,Morphological_Abnormalitiy_PID,0
427700436,10637001,,427700071,Basophilic stain reaction,Morphological_Abnormalitiy_PID,0
427700437,22287005,,427700071,Eosinophilic stain reaction,Morphological_Abnormalitiy_PID,0
427700438,17815009,,427700071,Sudanophilic stain reaction,Morphological_Abnormalitiy_PID,0
427700439,84932008,,427700071,Metachromatic stain reaction,Morphological_Abnormalitiy_PID,0
427700440,19436005,,427700071,Stain reaction,Morphological_Abnormalitiy_PID,0
427700441,52300009,,427700071,Polychromatophilic stain reaction,Morphological_Abnormalitiy_PID,0
427700442,80454006,,427700071,Schiff positive stain reaction,Morphological_Abnormalitiy_PID,0
427700443,47249000,,427700071,Anisochromia,Morphological_Abnormalitiy_PID,0
427700444,6151007,,427700071,Amphophilic stain reaction,Morphological_Abnormalitiy_PID,0
427700445,34493008,,427700071,Osmiophilic stain reaction,Morphological_Abnormalitiy_PID,0
427700446,71568000,,427700079,Cellular mosaicism,Morphological_Abnormalitiy_PID,0
427700447,8566008,,427700079,Autosomal chromosome mosaicism,Morphological_Abnormalitiy_PID,0
427700448,11704001,,427700079,Chromosome mosaicism,Morphological_Abnormalitiy_PID,0
427700449,37708001,,427700079,Gene mosaicism,Morphological_Abnormalitiy_PID,0
427700450,86183009,,427700079,Sex chromosome mosaicism,Morphological_Abnormalitiy_PID,0
427700451,54285004,,427700079,Germinal mosaicism,Morphological_Abnormalitiy_PID,0
427700452,123827008,,427700080,Reactive cellular changes associated with inflammation,Morphological_Abnormalitiy_PID,0
427700453,103641005,,427700080,Reactive cellular changes associated with atrophy,Morphological_Abnormalitiy_PID,0
427700454,53222009,,427700080,Reactive cellular changes associated with radiation,Morphological_Abnormalitiy_PID,0
427700455,103642003,,427700080,Reactive cellular changes associated with intrauterine contraceptive device,Morphological_Abnormalitiy_PID,0
427700456,41669009,,427700093,Alteration of chromosome structure,Morphological_Abnormalitiy_PID,0
427700457,15897004,,427700093,Chromosomal translocation,Morphological_Abnormalitiy_PID,0
427700458,7894007,,427700093,Karyotype morphology,Morphological_Abnormalitiy_PID,0
427700459,42222008,,427700096,Heinz body,Morphological_Abnormalitiy_PID,0
427700460,397061000,,427700096,Hemoglobin H body,Morphological_Abnormalitiy_PID,0
427700461,397064008,,427700096,Hemoglobin SC crystal,Morphological_Abnormalitiy_PID,0
427700462,47715007,,427700096,Cabot's ring body,Morphological_Abnormalitiy_PID,0
427700463,53362006,,427700096,Basophilic stippling,Morphological_Abnormalitiy_PID,0
427700464,20589000,,427700096,Pappenheimer body,Morphological_Abnormalitiy_PID,0
427700465,80653007,,427700096,Howell-Jolly body,Morphological_Abnormalitiy_PID,0
427700466,397065009,,427700096,Hemoglobin C crystal,Morphological_Abnormalitiy_PID,0
427700467,72826005,,427700101,Macrocytosis,Morphological_Abnormalitiy_PID,0
427700468,57241006,,427700101,Anisocytosis,Morphological_Abnormalitiy_PID,0
427700469,44187007,,427700104,Hypochromatism,Morphological_Abnormalitiy_PID,0
427700470,9767008,,427700104,Hyperchromatism,Morphological_Abnormalitiy_PID,0
427700471,54484003,,427700104,Karyopyknosis,Morphological_Abnormalitiy_PID,0
427700472,2881000,,427700104,Anisokaryosis,Morphological_Abnormalitiy_PID,0
427700473,50492002,,427700104,Hyposegmentation of nucleus,Morphological_Abnormalitiy_PID,0
427700474,125514000,,427700104,Focal cytologic atypia,Morphological_Abnormalitiy_PID,0
427700475,6855001,,427700104,Macronucleus,Morphological_Abnormalitiy_PID,0
427700476,18064000,,427700104,Achromasia,Morphological_Abnormalitiy_PID,0
427700477,44085002,,427700104,Atypia suspicious for malignancy,Morphological_Abnormalitiy_PID,0
427700478,87995003,,427700104,Binucleate cell,Morphological_Abnormalitiy_PID,0
427700479,27580004,,427700104,Abnormal nuclear/cytoplasmic ratio,Morphological_Abnormalitiy_PID,0
427700480,18072003,,427700104,Micronucleus,Morphological_Abnormalitiy_PID,0
427700481,7372009,,427700104,Inflammatory atypia,Morphological_Abnormalitiy_PID,0
427700482,55465005,,427700104,Columnar cell atypia,Morphological_Abnormalitiy_PID,0
427700483,11117009,,427700104,Dyskaryosis,Morphological_Abnormalitiy_PID,0
427700484,59145000,,427700104,Perinuclear halo,Morphological_Abnormalitiy_PID,0
427700485,53381003,,427700104,Severe cytologic atypia,Morphological_Abnormalitiy_PID,0
427700486,112663000,,427700104,Reparative cytologic changes,Morphological_Abnormalitiy_PID,0
427700487,90558005,,427700104,Glandular cell atypia,Morphological_Abnormalitiy_PID,0
427700488,34081008,,427700104,Post-radiation cytologic changes with dysplasia,Morphological_Abnormalitiy_PID,0
427700489,103657005,,427700104,Striated muscle cell atypia,Morphological_Abnormalitiy_PID,0
427700490,125515004,,427700104,Diffuse cytologic atypia,Morphological_Abnormalitiy_PID,0
427700491,51206004,,427700104,Mild cytologic atypia,Morphological_Abnormalitiy_PID,0
427700492,2464004,,427700104,Moderate cytologic atypia,Morphological_Abnormalitiy_PID,0
427700493,62764002,,427700104,Transitional cell atypia,Morphological_Abnormalitiy_PID,0
427700494,103653009,,427700104,Smooth muscle cell atypia,Morphological_Abnormalitiy_PID,0
427700495,103649007,,427700104,Mesenchymal cell atypia,Morphological_Abnormalitiy_PID,0
427700496,14391000,,427700104,Koilocytotic atypia,Morphological_Abnormalitiy_PID,0
427700497,4916000,,427700104,Pleomorphism,Morphological_Abnormalitiy_PID,0
427700498,11080001,,427700104,Neuronal achromasia,Morphological_Abnormalitiy_PID,0
427700499,69740004,,427700104,Squamous cell atypia,Morphological_Abnormalitiy_PID,0
427700500,15967006,,427700104,Hypersegmentation of nucleus,Morphological_Abnormalitiy_PID,0
427700501,103661004,,427700104,Fibroblastic cell atypia,Morphological_Abnormalitiy_PID,0
427700502,103635003,,427700104,Atypical cells of undetermined significance,Morphological_Abnormalitiy_PID,0
427700503,125478006,,427700105,Intracytoplasmic cilium,Morphological_Abnormalitiy_PID,0
427700504,20894005,,427700105,Mallory bodies,Morphological_Abnormalitiy_PID,0
427700505,125452002,,427700105,Ribosome alteration,Morphological_Abnormalitiy_PID,0
427700506,18915006,,427700105,Dense tubules,Morphological_Abnormalitiy_PID,0
427700507,70909008,,427700105,Mallory body-like inclusions,Morphological_Abnormalitiy_PID,0
427700508,125454001,,427700105,Lysosome alteration,Morphological_Abnormalitiy_PID,0
427700509,39820009,,427700105,Abnormal number of nucleoli,Morphological_Abnormalitiy_PID,0
427700510,125352003,,427700105,Stripped nuclei,Morphological_Abnormalitiy_PID,0
427700511,112658004,,427700105,Fissured nucleus,Morphological_Abnormalitiy_PID,0
427700512,24645001,,427700105,Guarnieri bodies,Morphological_Abnormalitiy_PID,0
427700513,125427004,,427700105,Alteration of mitochondrial membrane,Morphological_Abnormalitiy_PID,0
427700514,423946005,,427700105,Remnant of necrotic cell,Morphological_Abnormalitiy_PID,0
427700515,91043001,,427700105,Vacuolation,Morphological_Abnormalitiy_PID,0
427700516,17781001,,427700105,Curvilinear bodies,Morphological_Abnormalitiy_PID,0
427700517,125402006,,427700105,Inner nuclear membrane alteration,Morphological_Abnormalitiy_PID,0
427700518,123677008,,427700105,Fragmentation of myofilaments,Morphological_Abnormalitiy_PID,0
427700519,125444000,,427700105,Golgi vesicle alteration,Morphological_Abnormalitiy_PID,0
427700520,66813007,,427700105,Virus-like particles,Morphological_Abnormalitiy_PID,0
427700521,125516003,,427700105,Nuclear chromatin alteration,Morphological_Abnormalitiy_PID,0
427700522,112659007,,427700105,Rod bodies,Morphological_Abnormalitiy_PID,0
427700523,4947006,,427700105,Contraction bands,Morphological_Abnormalitiy_PID,0
427700524,82662004,,427700105,Michaelis-Gutmann body,Morphological_Abnormalitiy_PID,0
427700525,125405008,,427700105,Nuclear sap alteration,Morphological_Abnormalitiy_PID,0
427700526,40641007,,427700105,Folded nucleus,Morphological_Abnormalitiy_PID,0
427700527,2019006,,427700105,Sarcoplasmic bodies,Morphological_Abnormalitiy_PID,0
427700528,125426008,,427700105,Alteration of mitochondrial matrix,Morphological_Abnormalitiy_PID,0
427700529,125424006,,427700105,Mitochondrial alteration,Morphological_Abnormalitiy_PID,0
427700530,23048007,,427700105,Marinesco body,Morphological_Abnormalitiy_PID,0
427700531,51529008,,427700105,Zebra bodies,Morphological_Abnormalitiy_PID,0
427700532,53408006,,427700105,Moth-eaten fibers,Morphological_Abnormalitiy_PID,0
427700533,62655004,,427700105,Lobulated fibers,Morphological_Abnormalitiy_PID,0
427700534,125395004,,427700105,Nuclear shape alteration,Morphological_Abnormalitiy_PID,0
427700535,125401004,,427700105,Nuclear membrane proliferation,Morphological_Abnormalitiy_PID,0
427700536,125398002,,427700105,Nuclear membrane alteration,Morphological_Abnormalitiy_PID,0
427700537,125409002,,427700105,Oat cell,Morphological_Abnormalitiy_PID,0
427700538,34064004,,427700105,Karyorrhexis,Morphological_Abnormalitiy_PID,0
427700539,125437009,,427700105,Nissl substance alteration,Morphological_Abnormalitiy_PID,0
427700540,125423000,,427700105,Intracytoplasmic electron dense deposition,Morphological_Abnormalitiy_PID,0
427700541,40236008,,427700105,Rimmed vacuoles,Morphological_Abnormalitiy_PID,0
427700542,57458003,,427700105,Hirano body,Morphological_Abnormalitiy_PID,0
427700543,43127003,,427700105,Lewy bodies,Morphological_Abnormalitiy_PID,0
427700544,66417003,,427700105,Bunina body,Morphological_Abnormalitiy_PID,0
427700545,125445004,,427700105,Golgi vacuole alteration,Morphological_Abnormalitiy_PID,0
427700546,39037003,,427700105,Target fibers,Morphological_Abnormalitiy_PID,0
